aadhdhayis	aaashsho
	qoxxiyagaa
	qozhzhattees
	qozhzhattiis
	qozhzhiina
	quailed
	quarel
	quarrelled
	quarrelling
	quayuwa
	qucappe
	qucaychcha
	qucca
	quccaasu
	quccanaassi
	quccanaw
	quccarkkii
	quccees
	qucci
	qucciday
	quccidi
	quccidosona
	qucciichchiis
	qucciis
	qucciya
	qucciyagee
	qucciyogaa
	qucciyogan
	qucettaa
	qucettees
	qucettiichchiis
	qucucayiis
	qucucu
	qufaas
	qufaasinne
	qufawsu
	qufees
	qufiis
	qufiya
	qufiyayyo
	quibbling
	quickminded
	quickwitted
	quicky
	quieten
	quietened
	quills
	quintal
	quited
	quiting
	quitted
	qulettoosona
	qulfiya
	quliquli
	quliquliis
	quliquliya
	quliya
	qulliis
	qulliya
	qulloosona
	qulppaasu
	qulppee
	qulppettidaakkonne
	qulppidaakkonne
	qulppiis
	qulppiya
	quluuliya
	qulxxuxxa
	qulxxuxxiis
	quma
	qumaa
	qumaappe
	qumaashshaa
	qumaassi
	qumaayaasu
	qumaayiis
	qumaayyoo
	quman
	qumay
	qumbba
	qumbbatees
	qumbbatiis
	qumees
	qumettaa
	qumi
	qumiis
	qumppiqumppa
	qumppiqumppiis
	qumppiqumppissiis
	qumuwa
	'quna'
	qunaa
	qunccuutiya
	qunccuutiyan
	qunccuutiyaninne
	qunddi
	qunddo
	qunnaa
	qunotiis
	qunqqa
	qunqqaawiis
	qunqqees
	qunqqiis
	qunqquma
	qunqqumees
	qunqqumiis
	qunuunaa
	qunuwa
	qunxxettaa
	qunxxiis
	qunxxissidi
	qunxxissiis
	qunxxuwa
	quphiqupha
	quraynniis
	quraynniya
	qurbbaanaa
	qurbbaaniya
	qurbbuwa
	qurphphu
	qurssiya
	qurunffudiya
	qururuusiis
	qururuusuwa
	quruuxiis
	quruxa
	quruxuwa
	quuliya
	quuna
	quunaa
	quunniis
	quuraaniya
	quuroy
	quuruwa
	quuttiis
	quxarettaa
	quxariis
	quxarssaa
	quxuqullee
	quxuqulliya
	quxure
	quxuree
	quxuriyassi
	quxxon
	quylaala
	quyxa
	r
	ra
	raa
	raazhiya
	raff
	raffia
	raindamaged
	rainstorms
	rainwater
	raketeer
	rammed
	rapaciousness
	rapeseed
	rapped
	raqiya
	ras
	ratlike
	rattly
	ravish
	razorsharp
	rd
	recanting
	receptionists
	reclination
	reclined
	recoginized
	reconcilation
	reconnoitre
	recruitment
	recumbent
	reddishbrown
	redecorated
	redhanded
	ref
	reforest
	regargitative
	regrew
	regrow
	regularily
	regurgitate
	regurgitated
	regurgitation
	rehablitate
	rehums
	reintroduction
	reinvestment
	rejectable
	relative's
	relegation
	remarried
	remarry
	renege
	renjjiya
	renounced
	repentant
	repremand
	repressibility
	repressible
	reprimanded
	reproductive
	respire
	responsor
	restained
	retaliated
	reticent
	reult
	reumatism
	revenged
	rheum
	rhizom
	ridable
	riff
	riffraff
	rigidness
	riis
	rikkorddiya
	rinderpest
	ripened
	ripening
	ripens
	riya
	riyagaa
	riyal
	roommates
	root'
	rotted
	roundeyed
	roundtrip
	roundworms
	rubbishy
	rubbly
	rugby
	ruiner
	ruminant
	ruminate
	rumination
	rumour
	runk
	runks
	runny
	ruuziya
	ruwa
	rythm
	rythms
	s
	's
	saa
	sa'a
	sa'aa
	sa'aappe
	sa'aara
	saabiissaa
	saade
	saadullaa
	saagaa
	saagibeenna
	saagiis
	saalaa
	saalaw
	saaliis
	saallaa
	saallaqees
	saallaqettaa
	saallaqiis
	saallaqiya
	saamaa
	saamay
	saamettaas
	saamettiis
	saamintta
	saaminttaa
	saaminttaappe
	saaminttaara
	saaminttan
	saaminttappe
	saamintti
	saammana
	saammees
	saammiis
	saamminttaara
	saamoy
	saamunaa
	saamunaara
	saamunan
	saamunay
	saamuwa
	sa'an
	saanna
	saapho
	saaphotiis
	saaphoyanaw
	saaphoyiis
	saaphuwa
	saaqqatiis
	saassotees
	saassotiis
	saassuwa
	saasukettaa
	saasukkaasu
	saasukkiis
	saasukkoosona
	saate
	saatee
	saateesha
	saateppe
	saatettaa
	saatiya
	saatiyan
	saatiyanee
	saatiyappe
	saatiyara
	saatiyaw
	saattiis
	saaxinee
	saaxiniya
	saaxiniyan
	saaxiniyappe
	sa'ay
	sabaa
	sabaasagaleti
	sabasagaleta
	sabbakana
	sabbawsu
	sabbays
	sabbiis
	sabbiya
	sabbiyogaanne
	sabboosona
	sabetiyogaa
	sackcloth
	sadariyyiya
	saddiiqaa
	'saddiiqaa'
	sadhdhaki
	sadhdhakiina
	'sadika
	saees
	safettaa
	saffocated
	safiis
	sagaayoy
	sagaayuwa
	sagadaa
	sagadattiis
	sagadattiya
	sagannatiya
	sagannatiyan
	sagaraa
	sagettaa
	saggaa
	saggaarawsu
	saggaariis
	saggaariya
	saggidaakkonne
	saggiis
	saggiya
	sahanchcha
	sahetta
	sahettaasu
	sahettada
	sahettawsu
	sahettaysi
	sahettees
	sahettiis
	sahettikko
	sahettiya
	sahettiyogaa
	sahettiyogaappe
	sahetto
	sahissiis
	saho
	sahoy
	sahuwa
	sahuwan
	sahuwappe
	sahuwayyoo
	saiis
	sailable
	sakaala
	sakaaliis
	sakaaliya
	sakettaa
	sakettees
	sakkaa
	sakkana
	sakkanaa
	sakkees
	sakketidi
	sakketti
	sakkettiis
	sakkidi
	sakkido
	sakkiis
	sakkinqooxiis
	sakkishin
	sakkishinkka
	sakkiyagee
	sakkiyo
	salaleetaa
	salalla
	salalliis
	salbbaacee
	salbbaaciya
	salddada
	salddadda
	salddaddiis
	salddida
	saleedaa
	saleedappe
	saleena
	saleenaa
	salennaagee
	saletaa
	salettaas
	salettay
	salettees
	salettenna
	salettiis
	salettiya
	salettiyo
	salidi
	saliis
	saliixiya
	salkkakka
	salkkettaa
	salkki
	salkkiis
	sallees
	sallettaa
	salliis
	salo
	saloy
	salppappa
	salppidosona
	salppiiddi
	salppiis
	salppiya
	salppiyageeta
	salppiyageeti
	salppiyo
	salqqi
	salqqisalqqa
	salqqisalqqiis
	saluwa
	saluwan
	saluwara
	sama
	samaaye
	samaayekko
	samaayiyaw
	sambbata
	sambbataa
	sambbatan
	samettiis
	samiis
	saminniya
	saminttan
	samiyogaa
	samppaa
	samppafulaa
	samppappa
	samppappidi
	samppappiis
	samppapula
	samppula
	samppulaa
	samuqiis
	samuxa
	sanaaficiya
	sana's
	sanbbataa
	sancify
	sanctifies
	sandalwood
	sanddallee
	sanddalliya
	sandduuchchiya
	sandduuchchiyaw
	sandduuqiya
	sangga
	sanggaa
	sanggaanaa
	sanggaanuwa
	sanggisiis
	sanggissiis
	sanggisuwa
	saniis
	sanitize
	sankkaaraa
	sannacca
	sanqqaa
	sanqqaara
	sanqqay
	sanssalataa
	sanssalatan
	santta
	santtaa
	santtaaranne
	santtaasu
	santtalaa
	santtariyyee
	santtariyyiya
	santtay
	santte
	santtettaa
	santtifiya
	santtiis
	santtimee
	santtimiya
	santtiya
	saphiis
	saphiya
	saphiyan
	sapote
	saqiliya
	saqqee
	saqqiya
	sarbba
	sarbbanaw
	sarbbettaa
	sarbbettenna
	sarbbidi
	sarbbii
	sarbbiichchiis
	sarbbiis
	sarbbikke
	sarbbikko
	sarbbiygaa
	sarbbiyogaa
	sarbbiyogee
	sarbbiyonaa
	sarbboppa
	sarbboppite
	sarbboy
	sarbbuwa
	sarddiyooniya
	sarddonksiyaa
	sardonyx
	sarenna
	sarettaa
	sarggaa
	sariis
	saro
	sarota
	sarotaa
	sarotaasu
	sarotanaassi
	sarotappe
	sarotay
	sarotetta
	sarotettaa
	sarotettaaninne
	saroti
	sarotiis
	saroy
	sarqqa
	sarqqiis
	saruwa
	saruwan
	sasa
	sasatettaa
	sasiis
	sassaa
	sassy
	satettaa
	satiate
	sattaa
	sattiis
	savanna
	sawees
	sawiis
	sawiya
	sawiyo
	sawlla
	sawo
	sawrada
	sawuwa
	saxa
	saxan
	saxettaa
	saxxaasu
	saxxanaassi
	saxxananne
	saxxettaasu
	saxxidee
	saxxidi
	saxxido
	saxxidoogaa
	saxxiis
	saxxikko
	saxxin
	saxxiyo
	saxxiyogee
	sayaasu
	sayettaa
	sayi
	sayiis
	saylettaa
	sayllidosona
	saylliis
	sayneta
	saynise
	saynisiya
	sayniya
	saynno
	saynnoy
	saynttisttiya
	sayreniya
	saythe
	sayuwa
	scabbed
	scandalize
	scarfing
	scarification
	scatterable
	scatterer
	scavenge
	scavenger
	scavenges
	scavenging
	scion
	sckirt
	scooting
	scrabble
	scrubbed
	scrubbing
	scruffy
	sculpting
	scum
	seadily
	sealevel
	searchingwitheyes
	seebaana
	seebaanaa
	seebaanettiis
	seebbaa
	seefaa
	seegiya
	seelaa
	seelettiis
	seelissiis
	seellees
	seellettiyogaa
	seelliis
	seelliya
	seelliyay
	seeqeliya
	seeraa
	seeraappe
	seeraas
	seeranaw
	seeraw
	seeray
	seeraynne
	seerees
	seerennan
	seeretiis
	seerettaa
	seerettaasu
	seerettanaw
	seerettees
	seerettiis
	seeri
	seeridi
	seeriis
	seeriya
	seesaa
	seesaasu
	seesanchcha
	seesiis
	seeta
	seetaa
	seetiis
	seetin
	seettiya
	seeximeexa
	seeximeexiis
	seexiseexa
	seexiseexiis
	seexiseexoppa
	seexxees
	seexxiis
	seive
	sekondde
	sekonddiya
	selembbo
	selembbotiis
	selfassured
	selfcentered
	selfconfidence
	selfcontrol
	selfdenial
	selisedda
	seliseddaa
	seliseddiis
	selle
	selliya
	seluwa
	semen
	semiconsciously
	senkkeleetiya
	senkkeleetiyo
	senkko
	senkkotiis
	senkkuwa
	senppeeriyaa
	senqqere
	senxxiya
	sepal
	sequeezed
	serarching
	sereephiya
	serefaasu
	serefiis
	serefuwa
	serfdom
	serggexaa
	serggexiis
	seriya
	seriyo
	serqqa
	serval
	seturiis
	seventyfive
	sevenyear
	sevice
	sewn
	sexxettaa
	sexxiis
	sh
	sha'a
	shaaccidi
	shaaccido
	shaacciis
	shaachcha
	shaafa
	shaafaa
	shaafaappe
	shaafan
	shaafay
	shaafinchchaa
	shaaga
	shaagaa
	shaahettaa
	shaahetti
	shaahettidi
	shaahettido
	shaahettidosona
	shaahettiis
	shaahettikko
	shaahettiyo
	shaahettiyode
	shaaho
	shaahotaa
	shaahotettaa
	shaahotettaayyoo
	shaahoy
	shaahuwa
	shaakettiiddi
	shaakettiis
	shaakka
	shaakkada
	shaakkanaw
	shaakkees
	shaakkidi
	shaakkidosona
	shaakkiis
	shaakkiya
	shaakkiyo
	shaakkiyode
	shaakkiyogaa
	shaakkiyogee
	shaalaa
	shaaladan
	shaalaqaa
	shaalay
	shaaliya
	shaalliis
	shaamaa
	shaaman
	shaamay
	sha'an
	shaanochchaa
	shaanociis
	sha'antta
	shaaqanchchaa
	shaara
	shaaraa
	shaaraara
	shaaraasu
	shaaramuxa
	shaaramuxaa
	shaaramuxiis
	shaaramuxiyo
	shaaramuxiyogaa
	shaaran
	shaaranne
	shaaratiis
	shaaraws
	shaaray
	shaarenna
	shaarettiis
	shaariis
	shaarikettiis
	shaarooni
	shaashiya
	shaashooraa
	shaashshaa
	shaatettaa
	shaatiya
	shaattiis
	sha'ay
	shaaya
	shaayaasu
	shaayada
	shaayaydda
	shaayayidda
	shaayettida
	shaayiis
	shabbirettiis
	shabbiriis
	shabbiroppa
	shabbirssaa
	shabbirssay
	shabiriya
	shabirssi
	shaccida
	shacciis
	shachch
	shachchaa
	shachcha'aa
	shachchattiis
	shachchaw
	shachchay
	shachchiya
	shafa
	shafee
	shafees
	shafetiya
	shafiis
	shafiya
	shagaaggariya
	shagaxaa
	shagettaa
	shagiis
	shahaara
	shahaaraa
	shahaaraasu
	shahaarabeenna
	shahaaranaw
	shahaaray
	sha'iis
	sha'iya
	shakkanaw
	shakki
	shakko
	shakkuwa
	shakkuwan
	shaletti
	shaliis
	shaliya
	shalkkiya
	shaloy
	shalppappa
	shalqqettaa
	shalqqiis
	shaluwa
	shamaa
	shamaassi
	shamaciya
	shaman
	shambballe
	shambballiya
	shamefulness
	shamettaa
	shamettanaw
	shamiis
	shamisiya
	shamizee
	shamiziya
	shamma
	shammaas
	shammaasu
	shammada
	shammadii
	shammana
	shammanaassi
	shammanaayyoo
	shammanaw
	shammawsunne
	shammennan
	shammettida
	shammida
	shammidaagaappe
	shammidee
	shammidi
	shammido
	shammidobatussi
	shammiiddi
	shammiis
	shammikko
	shammishin
	shammiyagaa
	shammiyagaanne
	shammiyo
	shammiyobaassi
	shammoppa
	shanddaa
	shanggo
	shanggociis
	shangguwa
	shaniis
	shaniya
	shaniyo
	shankka
	shankkaa
	shankkalaa
	shankkalaiis
	shankkan
	shankkanchchaa
	shankkanchchati
	shankkanchchay
	shankkateesinne
	shankkatiiddi
	shankkatiis
	shankkatiya
	shanttiis
	shanxxaa
	shanxxan
	shapelessheaded
	shappuwa
	shaqa
	shaqaqqa
	shaqaqqiis
	shaqaxaa
	shara
	sharaa
	sharafaa
	sharafay
	sharagettaa
	sharaggiis
	shararootiya
	sharay
	sharbbiya
	sharbbiyan
	sharbbiyogee
	shareechchiis
	shareechchiyo
	shareechchotettaa
	shareechchoy
	shareechchuwa
	sharishanttuwa
	sharishariis
	sharishariyabaa
	sharpmouthed
	sharptongued
	sharpwitted
	sharqqee
	sharqqiis
	sharqqiya
	sharqquwa
	shashaa
	shataa
	shatimmees
	shatimmettaa
	shatimmiis
	'shatinta'
	shatinttaa
	shatinttay
	shatinttiis
	shattuwa
	sha'u
	sha'utoo
	shawhetiis
	shawhiya
	shayaa
	shayee
	shayettaa
	shayiya
	shayiyan
	shayiyappe
	shayiyara
	shaynna
	shaynne
	shaynniya
	shayye
	shayyiis
	shayyiya
	shayyiyan
	shedda
	shedeeda
	sheebbala
	sheebbalaa
	sheebbaliis
	sheechchiya
	sheedhdha
	sheedhdhanaw
	sheedhdhiis
	sheedhdhikii
	sheefaa
	sheefi
	shee'ido
	shee'iis
	shee'iyogaa
	sheekee
	sheekiya
	sheekka
	sheekkiis
	sheekuriis
	sheenottiis
	sheenottiya
	sheenoy
	sheenuqettaa
	sheenuqiis
	sheenuwa
	sheephe
	sheephetidi
	sheephetiis
	sheephiya
	sheep's
	sheeraa
	sheeshsha
	sheeshshaa
	sheeshshaappe
	sheeshshan
	sheeshshaw
	sheeshshawsu
	sheeshshees
	sheeshshiis
	shehyena
	sheikh
	shekel
	shekkeere
	shekkeeree
	shekkeeriya
	sheleesho
	sheleeshsharkkii
	sheleeshshiis
	sheleeshsho
	sheleeshshuwa
	sheliya
	shelleqattiis
	shelleqqa
	shelleqqaa
	shelleqqatettaa
	'shema'
	shemppa
	shemppays
	shemppees
	shemppenna
	shemppennan
	shemppi
	shemppidi
	shemppiis
	shemppissiis
	shemppo
	shemppoora
	shemppoy
	shemppuwa
	shemppuwara
	shenchchiya
	shendderaa
	shendderan
	shendderiis
	shenderaa
	shene
	shenee
	shenehoo
	shenetiis
	sheneyees
	sheneyiis
	sheneyiya
	sheniya
	sheniyappe
	shenqqa
	shenqqiis
	shepherdess
	shepherding
	shepherd's
	shereggiis
	shereqiis
	shereqiya
	sheri
	sheriis
	shibbaa
	shibbattiis
	shibbidi
	shibbiiddi
	shibbiis
	shibbiyogaa
	shibettaa
	shica
	shiccees
	shicciis
	shidaa
	shiddees
	shiddiis
	shidhdhaa
	shidhdhan
	shifaaraa
	shifaariis
	shiftless
	shiggichchiis
	shiggiriya
	shigichettaa
	shiinnaatiya
	shiiqaasu
	shiiqana
	shiiqanaw
	shiiqees
	shiiqettaa
	shiiqettidi
	shiiqettidosona
	shiiqidi
	shiiqido
	shiiqidosona
	shiiqiiddi
	shiiqiis
	shiiqite
	shiiqiyosaa
	shiiqoosona
	shiiqoppa
	shiiqoy
	shiiqqiis
	shiiquwa
	shiiquwan
	shiisherettiis
	shiishsha
	shiishshaas
	shiishshaasu
	shiishshanaagee
	shiishshanaassi
	shiishshanaw
	shiishsheettees
	shiishshi
	shiishshida
	shiishshidi
	shiishshido
	shiishshidosona
	shiishshiis
	shiishshikko
	shiishshin
	shiishshiyagaa
	shiishshiyo
	shiishshiyobaa
	shiishshuwa
	shiishuwa
	shijaaraa
	shikiliiliis
	shikkaaliis
	shikkaalo
	shikkaaluwa
	shikkibilliis
	shikkibillo
	shikkibilluwa
	shilinggee
	shilinggiya
	shillaajje
	shillaajjiya
	shilootaa
	shilootan
	shimaynne
	shimaynnee
	shimaynniya
	shimppiis
	shimppillaa
	shimppiya
	shimshimiya
	shinccaa
	shinchchaalle
	shinqqanaagee
	shinqqiis
	shinqqiriirida
	shinqqiriiriis
	shinqqirirssaa
	shinqqiya
	shiranaw
	shirettaa
	shiriis
	shirkka
	shirooppiya
	shirqqiiqettaa
	shirqqiiqiis
	shirrixiya
	shirtblouse
	shittaa
	shittina
	shittuwa
	shiya
	shiyaa
	shiyay
	shiyenna
	shiyiis
	shoca
	shocaasu
	shocciis
	shocees
	shocennaadan
	shocettanaape
	shocettidi
	shocettido
	shocettin
	shocettiyo
	shochcha
	shochchaa
	shoci
	shocidi
	shocidosona
	shociis
	shocin
	shociyagaa
	shociyageeti
	shoddaasu
	shoddi
	shoddidi
	shoddidosona
	shoddiis
	shoddiiskessiis
	shoddiyogee
	shodettaa
	shodhdhee
	shodhdhiya
	shodhdhiyappe
	shoeshine
	shohattidi
	shohattiis
	shohettaa
	shohiina
	sho'ido
	sho'iis
	shokka
	shokkaasu
	shokkiis
	shokkiyogaa
	shola
	sholaatidi
	sholaatiis
	sholaatuwa
	sholees
	sholiis
	sholissiis
	sholkkayiis
	sholkkokka
	sholloore
	sholloorettiis
	sholoca
	sholociina
	shololattiis
	shololla
	shololu
	sholomettaa
	sholomiis
	sholqqettaa
	sholqqiis
	sholttiina
	sholttofa
	shombbayidi
	shombbayiis
	shombbiina
	shombboquwa
	shongga
	shonggaa
	shonggattiis
	shonggitissi
	shongite's
	shonkkooroy
	shonkkooruwa
	shonkkooruwappe
	shoo
	shoobbaa
	shoobban
	shoobbidonaa
	shoobbiis
	shoobettaas
	shoobettennan
	shoobettida
	shoobiya
	shoobiyaw
	shoocattiis
	shoocattoppa
	shoocayaasu
	shoocayiis
	shoociina
	shoodiraa
	shoodiran
	shooed
	shooggiis
	shooho
	shoohoy
	shoohuwa
	shoohuwan
	shooing
	shoojjuwa
	shookkiis
	shoolaqiis
	shoolettaa
	shooliis
	shoollaqettaa
	shoollaqiis
	shoollo
	shoollotiis
	shoomettiis
	shoonnuwa
	shooqaa
	shooqaappe
	shooqan
	shooriqa
	shooriqiis
	shooro
	shooron
	shooroppe
	shooroti
	shoorotiis
	shoorotu
	shoorotuppe
	shoorotussi
	shooroy
	shooruwa
	shoos
	shooshsha
	shooshshaa
	shooshshan
	shooshshay
	shooshshi
	shootigoppa
	shophphaa
	shoppattiis
	shoppayiis
	shoppiina
	shoppu
	shora
	shoraa
	shorattiis
	shori
	shorofaa
	shorooqiis
	shorooqoy
	shorooquwa
	shororiina
	shorrayiis
	shorriina
	shorthandled
	shorttailed
	shotcoming
	shottu
	shouldn't
	shoveling
	shovelled
	shover
	shrewish
	shriveling
	shrivelled
	shrooquwa
	shrouds
	shubaa
	shubay
	shuchcha
	shuchchaa
	shuchchaadan
	shuchchaara
	shuchchan
	shuchchattiis
	shuchchay
	shuck
	shufeere
	shufeeree
	shufeeriya
	shufiis
	shufuro
	shufuwa
	shuggichchiis
	shuggiis
	shuggiyasaappe
	shugguxee
	shugguxiya
	shugissa
	shugissiis
	shugissuwa
	shugo
	shugoteettay
	shuhaa
	shuhaw
	shuhay
	shuhetti
	shuhettoosona
	shuhettosaa
	shukaaree
	shukkaa
	shukkaaree
	shukkaariya
	shukkanaw
	shukki
	shukkido
	shukkiis
	shukkiyagaa
	shukkiyo
	shukkiyosaa
	shukkiyosan
	shukku
	shukuluulettaa
	shukuluuliis
	shulla
	shullana
	shullidosona
	shulliis
	shumbbuba
	shumbburaa
	shumee
	shumiya
	shunchchiis
	shunchchiya
	shuppu
	shuquliya
	shuquwa
	shuraabee
	shuraabiya
	shuro
	shurrubbaa
	shurttaa
	shuru
	shurubbay
	shuruwa
	shushara
	shushariis
	shushettaa
	shushshaas
	shushshiis
	shutettaa
	shutiis
	shutiya
	shuttu
	shuule
	shuumiya
	shuuqqees
	shuuqqida
	shuuqqiis
	shuuraas
	shuuriis
	shuuriya
	shuushe
	shuushees
	shuushettida
	shuushiis
	shuushiya
	shuuyettaa
	shuuyetti
	shuuyidoogaappe
	shuuyiis
	shuuyiyogee
	shuwa
	si'a
	sibaatuwa
	sibba
	sibile
	sic
	sickles
	sievelike
	sifettaa
	sifiis
	sifiraa
	sifiriis
	sigaa
	sigaaraa
	sigaaray
	sigetidosona
	sigetissuwa
	sigettana
	sigettanaw
	sigettidosona
	sigettiis
	sigettissiis
	sigettiyagaa
	sightless
	sihettees
	sihettibeenna
	sihuwa
	siiddiis
	siidhdhettaa
	siidhdhiis
	siifettaa
	siifiis
	si'iis
	siilettaa
	siilliis
	siine
	siinee
	siiniya
	siiniyan
	siiniyanne
	siiphphotiis
	siiphphuwa
	siiphuwa
	siiqana
	siiqaws
	siiqay
	siiqays
	siiqees
	siiqeessi
	siiqettidi
	siiqettiya
	siiqettoosona
	siiqiis
	siiqikko
	siiqiya
	siiqiyagaa
	siiqiyageeta
	siiqiyo
	siiqo
	siiqota
	siiqotiyo
	siiqoy
	siiquwa
	siiquwanne
	siiquwaw
	siiraa
	siiraawatussi
	siire
	siiree
	siirenne
	siirixa
	siirixaa
	siirixiis
	siiriya
	siiriyan
	siiriyappe
	siiriyara
	siirxxiis
	siise
	siitada
	siitettaa
	siitiis
	siituwa
	siiviksiya
	siiviya
	siixee
	siixinettaa
	siixiya
	sijaara
	sijaaraa
	sijaaraappe
	sikettees
	sikkaasu
	sikkada
	sikkana
	sikkanaassi
	sikkawsu
	sikkaychcha
	sikkida
	sikkiis
	sikkikkii
	sikkikko
	sikkiyagaa
	sikkiyagan
	sikkiyagee
	sikkiyo
	sikko
	sikkoos
	sila
	silaa
	silassie
	silassie's
	silatettaa
	sildduwa
	siliis
	silimaa
	silimotiis
	silimuwa
	silkkiya
	silkkiyan
	silla
	sillaa
	sillaasee
	silmy
	siltti
	siluwa
	silxxi
	sima
	simerettiis
	simeretuwa
	simi
	simiis
	simin
	simma
	simmaas
	simmabeykku
	simmada
	simmadee
	simmana
	simmanaadan
	simmanaappe
	simmees
	simmi
	simmibeenna
	simmid
	simmidaagee
	simmidi
	simmidinne
	simmido
	simmiiddi
	simmiis
	simmikko
	simmin
	simminttuwa
	simmiya
	simmiyakko
	simmiyode
	simmoosappe
	simmuutee
	simuwa
	sin
	sinaa
	singgeettees
	singgettaa
	singgiis
	singgoos
	singguwa
	singlenote
	singlestory
	singlestring
	sinima
	sinimaa
	sintta
	sinttaa
	sinttaappe
	sinttaara
	sinttan
	sinttanaw
	sinttappe
	sinttatidi
	sinttaw
	sinttawnne
	sinttay
	sintti
	sinxxaa
	si'ooliya
	sipped
	sippi
	sippiyan
	siqettaa
	siqiis
	siqimettaa
	siqimmiis
	siraa
	siranaadan
	siranaw
	sirayaasu
	siree
	sirees
	sirenna
	siriis
	sirimmaasu
	sirimmettaa
	sirimmiis
	sirinttaa
	sirissiya
	siriya
	siriyobi
	siriyogaa
	sirphphaa
	sirphphi
	sirqqanaw
	sirqqettaa
	sirqqiis
	sisal
	sissaa
	sissay
	sissiis
	sissilataa
	sissinaa
	sissiyo
	sissoppa
	sisterhood
	sisterinlaw
	sister's
	sititches
	sitta
	sittatettaa
	sittayiis
	sitti
	sittiis
	sittissa
	sittissanaw
	sittissiis
	sixxiqophphee
	sixxiqophphiya
	sixxiqophphiyan
	siya
	siyaas
	siyaasu
	siyabeykke
	siyada
	siyanaw
	siyay
	siyays
	siydi
	siyetiis
	siyettanaw
	siyettees
	siyettiis
	siyettiyo
	siyi
	siyida
	siyidi
	siyidobaa
	siyidobaappe
	siyiis
	siyin
	siyishin
	siyiyo
	siyiyode
	siyiyoogee
	siyo
	siyokkona
	siyoos
	siyoosona
	sizzling
	skein
	skidded
	slapdash
	slashandburn
	slashingandburning
	slave's
	sleepng
	sleepwear
	slipshod
	slithering
	slitting
	slosh
	sloshed
	sloven
	slovenly
	slowmoving
	sluggard
	slugging
	sluggush
	slurped
	slurred
	smarts
	smiley
	smokingpipe
	smoothen
	smoothened
	snacks
	snake's
	snakes'
	sneezer
	snipped
	snipping
	snnpr
	snot
	snotnosed
	snuck
	so
	soandso
	soapweed
	sobbuwa
	socalled
	sodden
	soddo
	sodhdhe
	sodhdhiya
	sodom
	sohay
	sohettaa
	sohiis
	soho
	sohotun
	sohoy
	sohuran
	sohuwa
	sohuwaara
	sohuwan
	sohuwappe
	sohuwara
	sokisolliis
	sokisoluwa
	sokkayiis
	sokkayuwa
	sokkituwa
	sokookuwa
	solakkiis
	solanum
	solddees
	solddettaa
	solddiis
	solkkayiis
	solkkayuwa
	sololettaa
	sololiis
	sololiya
	sololoosona
	solomaniya
	solomaniyan
	solomon's
	solomoona
	solomoonantta
	solomooni
	sombody
	somebody's
	somebodysomething
	someone's
	somersaulted
	somethingsomeone
	somiis
	somiya
	sommoy
	somo
	somoy
	somuwa
	somuwan
	somuwanne
	somuwappe
	sona
	sonddiiqiya
	soninlaw
	soniya
	soniyan
	sonnu
		soo
	sooddo
	sooddon
	sooddoppe
	soodoomeninne
	soofaa
	soofan
	soofanaw
	soofay
	soofettaa
	soofettida
	soofiis
	soofiya
	soofiyakko
	sookkeetiyan
	sookkeetiyappe
	sookkiliya
	soolaanaa
	sooni
	sooninne
	sooppe
	sooqettaa
	sooqiis
	soora
	soorettaa
	soorido
	sooriis
	sooriya
	sooruwa
	sooruwasan
	sooruwayyoo
	soosees
	soosettaa
	soosiis
	soossi
	soossuwa
	sootatettaa
	sooty
	sophiis
	sophiya
	sophphiya
	sophphpu
	soqada
	soqiis
	soqiya
	soqiyagaa
	soqiyagee
	soqommo
	sorbbooqo
	sorbbooquwa
	sorceress
	sorggiya
	sorphphayees
	sorphphayiis
	sorssaa
	soruwa
	sorxxoxxa
	sorxxoxxaa
	sorxxoxxiis
	sotoy
	sottayiis
	sottayuwa
	sotuwa
	sotuwan

	
suga
	sugada
	sugana
	sugarcane
	sugenna
	suger
	sugettaa
	sugettana
	sugettidosona
	sugi
	sugida
	sugidi
	sugiis
	sugin
	suginkka
	sugiya
	sugiyagaa
	sugoppa
	sukkaare
	sukkaaredan
	sukkaaree
	sukkaareenne
	sukkaarettoo
	sukkaariya
	sukkuliyo
	sukkuluwa
	sukunaano
	sulaa
	sulay
